,track_name,track_id,by,feature,album_id,album_name,album_image,release_date,album_popularity,duration,playlist
10,Dead Inside,2daZovie6pc2ZK7StayD1K,Muse,,2wart5Qjnvx1fd7LPdQxgJ,Drones,https://i.scdn.co/image/ab67616d0000b273808846f0223d97d5963c420d,2015-06-04,59,262,2016
11,Famous Last Words,2d6m2F4I7wCuAKtSsdhh83,My Chemical Romance,,0FZK97MXMm5mUQ8mtudjuK,The Black Parade,https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1,2006-10-23,71,299,2016
12,House of Memories,2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,,6twKQ0EsUJHVlAr6XBylrj,Death of a Bachelor,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,2016-01-15,70,208,2016
13,Cold Water,7zsXy7vlHdItvUSH8EwQss,Major Lazer,"['Justin Bieber', 'MØ']",3Kmo85mapQ2wTaCAHBkKsK,Cold Water,https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115,2016-07-22,69,185,2016
14,Devil,2jkZgKoNK8dKxs7FGb9c42,SUPER JUNIOR,,3tLpEVOpXkRifL3nIziMN6,DEVIL - SUPER JUNIOR SPECIAL ALBUM,https://i.scdn.co/image/ab67616d0000b2734062ed80116a2f0e22ecc4c1,2015-07-16,0,216,2016
15,Starboy,2IY7eOUDjw2ArKYxKa2jXc,The Weeknd,['Daft Punk'],0X96HlegVXzQfJVIBWCRp6,Starboy,https://i.scdn.co/image/ab67616d0000b2730b30436953c521c87eb82c75,2016-09-22,0,230,2016
16,Side To Side,1pKeFVVUOPjFsOABub0OaV,Ariana Grande,['Nicki Minaj'],3OZgEywV4krCZ814pTJWr7,Dangerous Woman,https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd,2016-05-20,79,226,2016
17,Grass Ain't Greener,6DaE3A1uIvDqVrVSNvUy6B,Chris Brown,,5iS6VDjeV6KuOu66t1P1bn,Grass Ain't Greener,https://i.scdn.co/image/ab67616d0000b2731e1ac81a566fc8cdfc01ec19,2016-05-05,23,201,2016
18,HOLUP!,5RraLIzcFELGf3Bip8t9Q0,BOBBY,,6LrLNdxbjjuuLolFqL3qXn,The MOBB,https://i.scdn.co/image/ab67616d0000b273e7485afe6e4a5613f4fb3b51,2016-09-07,0,211,2016
19,The Mighty Fall,49nmsafpkJp2lDj9b4jkxh,Fall Out Boy,['Big Sean'],0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,https://i.scdn.co/image/ab67616d0000b27360c84f44c080824ce336e1a1,2013-01-01,50,212,2016
20,21st Century Girl,3ROFgxvjni5xjdOLUSTLlq,BTS,,6CqQEpTYDf64ku45E3ry7d,WINGS,https://i.scdn.co/image/ab67616d0000b273a3c35732f506de61f1de7dcc,2016-10-10,0,192,2016
21,Come As You Are,4P5KoWXOxwuobLmHXLMobV,Nirvana,,2guirTSEqLizK7j9i1MTTZ,Nevermind (Remastered),https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf,1991-09-26,73,218,2016
22,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,,30ly6F6Xl0TKmyBCU50Khv,The Colour And The Shape,https://i.scdn.co/image/ab67616d0000b2730389027010b78a5e7dce426b,1997-05-20,78,250,2016
23,Monster,6lM6yIDZ7kxFsgQCCfaLE2,EXO,,5dB931yywXZg4VdZYeFRaD,EX'ACT - The 3rd Album,https://i.scdn.co/image/ab67616d0000b273d0b46a7715244d28bb3edffa,2016-06-09,0,221,2016
24,Love Light In Flight,5TKz8J4Noz4nZSFIOpHpMm,Stevie Wonder,,1AAuMu5oxFp50SARjalkEO,Selections From The Original Soundtrack The Woman In Red,https://i.scdn.co/image/ab67616d0000b2732f5c212a389539c3527d9847,1984-08-28,35,414,2016
25,Blue,1YSMZs4m2yNeePmmTDruOz,BIGBANG,,4cyxOniUn2JLr9AXjSgCw1,ALIVE,https://i.scdn.co/image/ab67616d0000b27398004cc50b1404276eec8cae,2013-11-06,0,233,2016
26,All Day,79reBHqpRoWXaQbjBBY3UC,Kanye West,"['Theophilus London', 'Allan Kingdom', 'Paul McCartney']",6PMuXABPVPf11EgTxrjroO,All Day,https://i.scdn.co/image/ab67616d0000b2734f96137ee493d57977218c2f,2015-03-02,61,310,2016
27,This Is How I Disappear,0rUNZQuYQvOz6A6zwyT6tM,My Chemical Romance,,0FZK97MXMm5mUQ8mtudjuK,The Black Parade,https://i.scdn.co/image/ab67616d0000b27317f77fab7e8f18d5f9fee4a1,2006-10-23,62,239,2016
28,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",4dASQiO1Eoo3RJvt74FtXB,Lil Wayne,"['Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']",704GHNtZhEe9TBgleCNNGv,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),https://i.scdn.co/image/ab67616d0000b2737d8dfcfd507069d7f2062caf,2016-06-24,78,243,2016
29,Ni**as In Paris,2Zb7wnGUnNPCas2E0wWSQ5,JAY-Z,['Kanye West'],1YwzJz7CrV9fd9Qeb6oo1d,Watch The Throne (Deluxe),https://i.scdn.co/image/ab67616d0000b27370cf055d00ab1ec0290d3d5a,2011-08-08,36,219,2016
30,Drive,7nnWIPM5hwE3DaUBkvOIpy,Incubus,,2i6nd4FV6y7K9fln6eelmR,Make Yourself,https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e,1999-10-26,75,232,2016
31,Gold Digger,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,['Jamie Foxx'],5ll74bqtkcXlKE7wwkMq4g,Late Registration,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2,2005-09-30,78,207,2016
32,Low Life (feat. The Weeknd),7EiZI6JVHllARrX9PUvAdX,Future,['The Weeknd'],3jJKDKdlwRS584zUlHV2Ly,EVOL,https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad,2016-04-13,75,313,2016
33,PLAYING WITH FIRE,5ANbXf5qR48a4jfFnSq80w,BLACKPINK,,1Ovk2wzDGAGYVeHdPj8Eoe,SQUARE TWO,https://i.scdn.co/image/11ead4436422fc871500590cd7f33c52fc46cc00,2016-11-01,0,197,2016
34,Trouble Maker,588FDdsa21w6tE6G1N0aSn,Trouble Maker,,6QtfXV9SqEkbBNvQi41fra,Trouble Maker,https://i.scdn.co/image/ab67616d0000b273902faf9d62ff8d629d41fad0,2011-01-01,0,219,2016
35,The Pretender,7x8dCjCr0x6x2lXKujYD34,Foo Fighters,,3ilXDEG0xiajK8AbqboeJz,"Echoes, Silence, Patience & Grace",https://i.scdn.co/image/ab67616d0000b27383e260c313dc1ff1f17909cf,2007-09-25,77,269,2016
36,Cold Hard Love,33Ls5EgM1WFzomY1gbMsqU,Tory Lanez,,5tBOCi2TekXZ1IbrmlBZO4,I Told You,https://i.scdn.co/image/ab67616d0000b2739f7ce2227875fd3d645fb5d6,2016-08-19,45,334,2016
37,Starving,4Ce37cRWvM1vIGGynKcs22,Hailee Steinfeld,"['Grey', 'Zedd']",18pR217SWwBjODSRWFBw0I,Starving,https://i.scdn.co/image/ab67616d0000b2730506a838892be6229dca857b,2016-07-22,78,181,2016
38,Maps,2FtGF9wKcbAXsXlB2WTmxM,Maroon 5,,7cVkMpmcdlEo67aMmffyoU,V (Deluxe),https://i.scdn.co/image/ab67616d0000b273df8c14c6ac24390cffd9fea4,2014-09-02,52,189,2016
39,Lift Me Up,0x7oCog91UWqiYJQEee3uK,OneRepublic,,30Ni9qg2MBeeZXybsMOQ7m,Oh My My,https://i.scdn.co/image/ab67616d0000b273eedabed826eeb6506a4c700d,2016-12-02,52,226,2016
40,"TKO (feat. J. Cole, A$AP Rocky & Pusha T) - Black Friday Remix",7AzunAhx3JfoHxYS5N6KVx,Justin Timberlake,"['J. Cole', 'A$AP Rocky', 'Pusha T']",46GFWEybCT9t4ey4s9sfHt,"TKO (feat. J. Cole, A$AP Rocky & Pusha T) [Black Friday Remix]",https://i.scdn.co/image/ab67616d0000b27370e8eeda0c67ef6eec2e9df5,2013-12-11,46,272,2016
41,Hate,0sYbRzhGQC0NRTVvwe8n3H,4Minute,,5vRc2fDkzXX2QzAjDdvZXT,Act. 7,https://i.scdn.co/image/ab67616d0000b273ef78c553bf66b6eafe35cea1,2016-02-01,0,214,2016
42,Twin Skeleton's (Hotel In NYC),2WWP0IPX9xFjAMraNHX390,Fall Out Boy,,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,2015-01-20,57,220,2016
43,Snow (Hey Oh),6fgbQt13JlpN59PytgTMsA,Red Hot Chili Peppers,,45AEwWiI7JPZolwc2Xwaoc,Snow (Hey Oh),https://i.scdn.co/image/ab67616d0000b2737056328c4d7eee31b3677e98,2006-12-19,64,334,2016
44,Uprising,4VqPOruhp5EdPBeR92t6lQ,Muse,,0eFHYz8NmK75zSplL5qlfM,The Resistance,https://i.scdn.co/image/ab67616d0000b273b6d4566db0d12894a1a3b7a2,2009-09-10,76,304,2016
45,How I Feel,07Qonra5xGHyjndj0gtOHy,Roy Woods,,2uh03RWTrpLJzfrrqeEIZs,Waking at Dawn,https://i.scdn.co/image/ab67616d0000b273077c02894824ba2bf5eac83d,2016-07-01,50,223,2016
46,No Shopping,4jmKT5RAagCQ5Rk0evYLxH,French Montana,['Drake'],0XuzEHxbWQO3M6myZ4Ilmh,No Shopping,https://i.scdn.co/image/ab67616d0000b273d946cdd389938b4baa0d8500,2016-07-16,43,227,2016
47,In Da Club,4RY96Asd9IefaL3X4LOLZ8,50 Cent,,4ycNE7y1rp5215g1kkqk1P,Get Rich Or Die Tryin',https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,2003-02-06,72,193,2016
48,Mercy,2qkmPUG7ARsRwhVICQVwQS,Muse,,2wart5Qjnvx1fd7LPdQxgJ,Drones,https://i.scdn.co/image/ab67616d0000b273808846f0223d97d5963c420d,2015-06-04,59,231,2016
49,Panda,275a9yzwGB6ncAW4SxY7q3,Desiigner,,1k3BLTc4VZ7beRBXL1SPN6,Panda,https://i.scdn.co/image/ab67616d0000b273584ad36d1712bc9d51e797ff,2016-02-26,69,247,2016
50,Stay Down,2g2cBOrUa5n9ee1RtOISVT,Big Sean,,1j2x7FJXTgUT0X5hZ8TDXE,Dark Sky Paradise,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,2015-02-24,41,250,2016
51,No Diggity,279wff1L8W1ibFEXPSkdtt,Chet Faker,,3kg9Jbd43cQ0cfozNfFjxN,Thinking in Textures,https://i.scdn.co/image/ab67616d0000b273ab81ee12ec1059c6d3ba852c,2012-05-22,29,221,2016
52,Irresistible,3znPiywA0q1VK2jgAZFDoI,Fall Out Boy,,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,2015-01-20,64,206,2016
53,In Your Pocket,6Nynqgge2ysTrtdccrLkjN,Maroon 5,,7cVkMpmcdlEo67aMmffyoU,V (Deluxe),https://i.scdn.co/image/ab67616d0000b273df8c14c6ac24390cffd9fea4,2014-09-02,41,219,2016
54,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,OneRepublic,,2bbhW5ifCwOYM8DMkqoYBF,Native,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,2014-01-01,74,257,2016
55,Jet Pack Blues,7d0R90VzB45UWf3Aey0X22,Fall Out Boy,,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,https://i.scdn.co/image/ab67616d0000b2733cf1c1dbcfa3f1ab7282719b,2015-01-20,58,179,2016
56,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,Gorillaz,,0bUTHlWbkSQysoM3VsWldT,Demon Days,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,2005-05-23,82,222,2016
57,I Am A God,0HMCdlOPJkAGlB0MlSWIcO,Kanye West,,7D2NdGvBHIavgLhmcwhluK,Yeezus,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,2013-01-01,58,231,2016
58,Still (feat.Crush),6z7gU9SBoBdqEaMi4jPKc2,Loco,,1hn2ZGbHCcJE8AsAVph2QI,Still,https://i.scdn.co/image/ab67616d0000b273ae346e8715d613cdfd5ab3e6,2016-11-04,36,276,2016
59,Not Nice,4STaHtfguDMkWbPEo6Fwcx,PARTYNEXTDOOR,,2FXGUAESmG5l9YPrzWPvHI,PARTYNEXTDOOR 3 (P3),https://i.scdn.co/image/ab67616d0000b27346b39ced8f129323f46ebb14,2016-08-12,64,202,2016
60,Animals,5s8TNhF23nv2Pumf0JTe2i,Maroon 5,,7cVkMpmcdlEo67aMmffyoU,V (Deluxe),https://i.scdn.co/image/ab67616d0000b273df8c14c6ac24390cffd9fea4,2014-09-02,49,231,2016
61,Numb,2nLtzopw4rPReszdYBJU6h,Linkin Park,,4Gfnly5CzMJQqkUFfoHaP3,Meteora,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193,2003-03-24,82,185,2016
62,Oh My My,0QaCNjtdot0XiD8E347iQn,OneRepublic,['Cassius'],30Ni9qg2MBeeZXybsMOQ7m,Oh My My,https://i.scdn.co/image/ab67616d0000b273eedabed826eeb6506a4c700d,2016-12-02,45,218,2016
63,Gold,0esL210B0YdDh3uFTV6l6V,Chet Faker,,2FbRuA1BINXCgNRaHmKbUS,Built On Glass,https://i.scdn.co/image/ab67616d0000b27304a76c13e7529a12814e1a10,2014-04-15,30,285,2016
64,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,The Killers,,4undIeGmofnAYKhnDclN1w,Hot Fuss,https://i.scdn.co/image/ab67616d0000b27356a6d6e493a8f338be63fc49,2004-06-15,78,222,2016
65,Party Monster,4F7A0DXBrmUAkp32uenhZt,The Weeknd,,2ODvWsOgouMbaA5xf0RkJe,Starboy,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,73,249,2016
66,Lucky Strike,5b2aMqcSeAMlDptX6EjE7m,Maroon 5,,2pjfMmH52fryXVQuWTWOgP,Overexposed (Deluxe),https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,2012-01-01,46,185,2016
67,Paradise - Extended,1o8jNa1Rsgh0iI9KQKRDHN,Big Sean,,1j2x7FJXTgUT0X5hZ8TDXE,Dark Sky Paradise,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,2015-02-24,55,215,2016
68,Miss Jackson (feat. LOLO),46Kcradxrva9Dny4lHU1b3,Panic! At The Disco,['LOLO'],1hxraaWEf3wFnJxADf8Dge,"Too Weird to Live, Too Rare to Die!",https://i.scdn.co/image/ab67616d0000b2733d01f39642426b65217fbe21,2013-10-04,68,192,2016
69,One More Night,4XNrMwGx1SqP01sqkGTDmo,Maroon 5,,2pjfMmH52fryXVQuWTWOgP,Overexposed (Deluxe),https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,2012-01-01,67,219,2016
70,All The Right Moves,2CJD3LSIVidK6nu4suUusa,OneRepublic,,6EuKoCk8R63UfuPLa9qr7U,Waking Up (Deluxe),https://i.scdn.co/image/ab67616d0000b2731315cfbb494b981b3e7f1627,2009-01-01,43,238,2016
71,What I've Done,18lR4BzEs7e3qzc0KVkTpU,Linkin Park,,2tlTBLz2w52rpGCLBGyGw6,Minutes to Midnight,https://i.scdn.co/image/ab67616d0000b27346e207de66ba06422897f769,2007-05-14,77,205,2016
72,Crazy,2N5zMZX7YeL1tico8oQxa9,Gnarls Barkley,,7p2aWivr9OLXocSTTKtG9B,St. Elsewhere,https://i.scdn.co/image/ab67616d0000b273670f4666a378de834285eb33,2006-05-02,73,182,2016
73,Alone Together,5MsZIaCYY6Tsdph0LiB0hE,Fall Out Boy,,0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,https://i.scdn.co/image/ab67616d0000b27360c84f44c080824ce336e1a1,2013-01-01,60,203,2016
74,Heathens,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,,3J8W9AOjQhnBLCX33m3atT,Heathens,https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb,2016-06-16,82,195,2016
75,Superstition,4dwrL3Z5U2RZ6MZiKE2PgL,Stevie Wonder,,5x7vXXWapy8cUmdSuwpUy1,Number 1's,https://i.scdn.co/image/ab67616d0000b27367daf4d855cb184bb2e98a58,2007-01-01,2,244,2016
76,BURN IT DOWN,7oVEtyuv9NBmnytsCIsY5I,Linkin Park,,4XHIjbhjRmqWlosjj5rqSI,LIVING THINGS,https://i.scdn.co/image/ab67616d0000b273987fb4c5ec8790e9f637a4a4,2012-06-20,75,230,2016
77,Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,OneRepublic,,30Ni9qg2MBeeZXybsMOQ7m,Oh My My,https://i.scdn.co/image/ab67616d0000b273eedabed826eeb6506a4c700d,2016-12-02,60,169,2016
78,Girl That You Love,1ozYwEeDttK6iWc1yQS8c4,Panic! At The Disco,,1hxraaWEf3wFnJxADf8Dge,"Too Weird to Live, Too Rare to Die!",https://i.scdn.co/image/ab67616d0000b2733d01f39642426b65217fbe21,2013-10-04,55,189,2016
79,The Phoenix,53AuxddsgPSlqM619nJhSd,Fall Out Boy,,0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,https://i.scdn.co/image/ab67616d0000b27360c84f44c080824ce336e1a1,2013-01-01,62,244,2016
80,Say You Will,5e5MKPtJuFb8NaeSEyV5gD,Kanye West,,3WFTGIO6E3Xh4paEOBY9OU,808s & Heartbreak,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,2008-11-24,56,377,2016
81,I Know,6rje9f1wRFJDO2iTORw0lH,Big Sean,['Jhené Aiko'],1j2x7FJXTgUT0X5hZ8TDXE,Dark Sky Paradise,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,2015-02-24,68,319,2016
82,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,Justin Bieber,,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,2015-11-13,78,205,2016
83,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,Trey Songz,,3pKTKC0AAe3yTcXQLzvpSW,Trigga Reloaded,https://i.scdn.co/image/ab67616d0000b273e04293bed7a0440e3eea2de1,2015-06-23,73,197,2016
84,Reminder,37F0uwRSrdzkBiuj0D5UHI,The Weeknd,,2ODvWsOgouMbaA5xf0RkJe,Starboy,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,73,218,2016
85,Sorry,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,,6Fr2rQkZ383FcMqFyT7yPr,Purpose (Deluxe),https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,2015-11-13,81,200,2016
86,Backseat Freestyle,3aGibUHhQyBsyumYHylw0K,Kendrick Lamar,,3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/ab67616d0000b273d58e537cea05c2156792c53d,2012,68,212,2016
87,DARE,4Hff1IjRbLGeLgFgxvHflk,Gorillaz,,0bUTHlWbkSQysoM3VsWldT,Demon Days,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,2005-05-23,74,244,2016
88,What They Want,3aWhZ1zeqy1kdjXiyMh22T,Russ,,7u1T3nfXy9n2IK0dnydooK,What They Want,https://i.scdn.co/image/ab67616d0000b273080e8fb1860d37b2221292e4,2016-07-28,57,165,2016
89,LOST IN THE ECHO,2oNYsdCasRRlz1shXFAz7D,Linkin Park,,4XHIjbhjRmqWlosjj5rqSI,LIVING THINGS,https://i.scdn.co/image/ab67616d0000b273987fb4c5ec8790e9f637a4a4,2012-06-20,67,205,2016
90,"Bitch, Don’t Kill My Vibe - Remix",7ALEBJ8LOQqXVJ2tqnXtoH,Kendrick Lamar,['JAY-Z'],3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/ab67616d0000b273d58e537cea05c2156792c53d,2012,61,278,2016
91,Black Beatles,6fujklziTHa8uoM5OQSfIo,Rae Sremmurd,['Gucci Mane'],5v6iBhIlflzR9rEd1LAMbd,SremmLife 2 (Deluxe),https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,2016-08-12,76,291,2016
92,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,Jack Ü,"['Skrillex', 'Diplo', 'Justin Bieber']",6bfkwBrGYKJFk6Z4QVyjxd,Skrillex and Diplo present Jack Ü,https://i.scdn.co/image/ab67616d0000b27357fc4730e06c9ab20c1e073b,2015-02-24,75,250,2016
93,If I Lose Myself - Alesso vs OneRepublic,1hZk9dktp4yRFTm0TrycuH,OneRepublic,['Alesso'],2bbhW5ifCwOYM8DMkqoYBF,Native,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,2014-01-01,59,214,2016
94,Swimming Pools (Drank) - Extended Version,5ujh1I7NZH5agbwf7Hp8Hc,Kendrick Lamar,,3DGQ1iZ9XKUQxAUWjfC34w,"good kid, m.A.A.d city (Deluxe)",https://i.scdn.co/image/ab67616d0000b273d58e537cea05c2156792c53d,2012,67,313,2016
95,Used to This (feat. Drake),3V8sM5OOG6YfDuDLa2IIYJ,Future,['Drake'],0BR3ra3Bqf6ZBJbD8t4tIu,Used to This (feat. Drake),https://i.scdn.co/image/ab67616d0000b27351baf4fcd5c7b309ed3d4bcc,2016-11-04,59,180,2016
96,Payphone,4P0osvTXoSYZZC2n8IFH3c,Maroon 5,['Wiz Khalifa'],2pjfMmH52fryXVQuWTWOgP,Overexposed (Deluxe),https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,2012-01-01,54,231,2016
97,Do You Feel It?,3lOok0REf4j3790abX26PR,Chaos Chaos,,061IeHu2QcmToSRzRkzeqM,Committed to the Crime,https://i.scdn.co/image/ab67616d0000b2732d50a845cd4b8d7863320bff,2014-10-07,62,250,2016
98,The End.,7oiqxhRXTv11kRqEV0D70G,My Chemical Romance,,29mlJg2PpuihKDNYZalIxw,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),https://i.scdn.co/image/ab67616d0000b2739a3e7d0c38c3af225e4695ce,2016-09-23,45,112,2016
99,IV. Sweatpants,2rmq49FcJ4U3wh1Z7C9UxE,Childish Gambino,,0zi2TaQkYxfXIBvl2yTjQJ,Because The Internet,https://i.scdn.co/image/ab67616d0000b27354ce59f0a3c40d1942f6e86a,2013-01-01,1,180,2016
