,track_name,track_id,by,feature,album_id,album_name,album_image,release_date,album_popularity,duration,playlist
10,All Time Low,0SuLAslEMFZAXf0SwY7syi,Jon Bellion,,2jJReDZqTuAxr4R0ItimZc,The Human Condition,https://i.scdn.co/image/ab67616d0000b273804533fa6608d1c8d420dbeb,2016-06-10,72,217,2017
11,NEVER,095rDYLjAHYmis3vU8gRxo,Sons of People,,1cXSov8tF5PietO9VICqDI,PRODUCE 101 - 35 Boys 5 Concepts,https://i.scdn.co/image/ab67616d0000b273e165cd99d906d8b44c99264d,2017-06-04,51,196,2017
12,三人遊,0ZkoOzNcWkxXaeWzuBFWPU,Khalil Fong,,3uhvDy6obaVBGrYu7FGYYB,橙月,https://i.scdn.co/image/ab67616d0000b273d3bdacbec1e8a16cd4b3f235,2008-12-19,47,237,2017
13,BODY,6OT42LFV2jg3cNG0oHeONn,MINO,,14NK1iABANvhwMYrkIf6cB,The MOBB,https://i.scdn.co/image/ab67616d0000b2739eced5f513ef7a1b1a7b77a0,2016-09-08,0,199,2017
14,"무제(無題) (Untitled, 2014)",35dEFabeYvGLrOMc9c1tES,G-DRAGON,,5dD4zxBFm8fnRYQnFIEqLR,KWON JI YONG,https://i.scdn.co/image/ab67616d0000b2735ac41954199bec07f46af6d2,2017-06-08,63,222,2017
15,Pied Piper,0ffweDHrg4bZqdG4IfGYuo,BTS,,2FTS6a6DLXMNp8flyA0HGO,Love Yourself 承 'Her',https://i.scdn.co/image/ab67616d0000b273f9a16d4b6cd94eca041f00b8,2017-09-18,74,245,2017
16,Only You,1XkKixc9NTzC2HXHPlijRk,Zara Larsson,,3hkSh2CXNjWfqdsoOmnB8u,Only You + Remixes,https://i.scdn.co/image/ab67616d0000b273e501de989e4a4c666813f536,2017-08-11,30,222,2017
17,goosebumps,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,,42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,2016-09-16,90,243,2017
18,愛得太遲,5PFiQSR4O52j1IKLFeqkgw,Leo Ku,,0wufiPb2eMXJIWmaJtZn5n,我生,https://i.scdn.co/image/ab67616d0000b2736d613cc1b426783f8dfab082,2006,37,227,2017
19,Mutual,1fSlvPVbQusdIsR3RZiKny,David Spekter,,1RHnSMAw5ebVl1LNtgoxbG,Mutual - Single,https://i.scdn.co/image/ab67616d0000b273c91f84b38e98e971ddb7225c,2016-11-25,4,208,2017
20,Redbone,3kxfsdsCpFgN412fpnW85Y,Childish Gambino,,4xnq1L6P551Qcb9gBXNMK7,"""Awaken, My Love!""",https://i.scdn.co/image/ab67616d0000b2730b97e56ffad7c6211aa848f8,2016-12-02,4,326,2017
21,I Need U,7dlNGfd6Fq8xcFb4K6Glws,BTS,,7qvA0kf1dkmR1As2gOnBPn,The Most Beautiful Moment in Life: Young Forever,https://i.scdn.co/image/ab67616d0000b273ad7586bf7c4cccada24a36ce,2016-05-02,71,210,2017
22,GOTTA BE YOU,0rZtdLa27w0q2GJkLBX5SA,2NE1,,6Eqd0eQ19NHqkjI17ISfnu,CRUSH,https://i.scdn.co/image/ab67616d0000b273b059522209ead742e37cb1b1,2014-02-27,52,231,2017
23,拯救,6cuMW72G0tHmCMSVPlCyhy,孫楠,,0Rbkbt97HHza9c5a8PzLba,缘分的天空,https://i.scdn.co/image/ab67616d0000b2732c1f7796632d9ba2069e6722,2012,11,332,2017
24,Mask Off,3rOSwuTsUlJp0Pu0MkN8r8,Future,,4YtTX4GPvBvewbJvBfXCS2,FUTURE,https://i.scdn.co/image/ab67616d0000b273356884f85665ebdd79223fdf,2017-08-04,47,204,2017
25,Shape of You,0FE9t6xYkqWXU2ahLh6D8X,Ed Sheeran,,7oJa8bPFKVbq4c7NswXHw8,Shape of You,https://i.scdn.co/image/ab67616d0000b27383e9b06ccd219248b5301264,2017-01-06,74,233,2017
26,Go Go,5nq1uTNIR1cBR72T87viS0,BTS,,2FTS6a6DLXMNp8flyA0HGO,Love Yourself 承 'Her',https://i.scdn.co/image/ab67616d0000b273f9a16d4b6cd94eca041f00b8,2017-09-18,67,235,2017
27,失戀無罪,2s96YKKpfBUbQP3lJuhkfX,A-Lin,,7gHrAaQilQVA4XF0adabZX,失戀無罪,https://i.scdn.co/image/ab67616d0000b273477599cfd11f3b0d31727288,2006-02-10,43,246,2017
28,In The Time Spent With You,38l4jNSIzaReyLufJeagVi,HEIZE,,6PBg5m6uGr2yip654CB7HW,In The Time Spent With You,https://i.scdn.co/image/ab67616d0000b27344c03f76e4678ac9361abde2,2017-08-26,0,225,2017
29,Gashina,0jFHMDRXxKaREor3hBEEST,SUNMI,,3TSX6AxLdCP4E5o3F5jCdN,SUNMI SPECIAL EDITION [Gashina],https://i.scdn.co/image/ab67616d0000b273e33d84e471094fe701f06860,2017-08-22,71,180,2017
30,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,['Justin Bieber'],02sEJTj1sye1JaqxqpcSCp,Encore,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,2016-08-05,81,205,2017
31,Electric Feel,3FtYbEfBqAlGO46NUDQSAt,MGMT,,6mm1Skz3JE6AXneya9Nyiv,Oracular Spectacular,https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb,2007-12-14,79,229,2017
32,愛與誠 - Live,4LyhIzWNl10ZdTpXrK1DLP,Leo Ku,,1HO6Af0vEkrtTgasYP1kir,大雄,https://i.scdn.co/image/ab67616d0000b2733e2f0a8ae713c66dba569cea,2004,45,223,2017
33,大熱,1aicVBlhU1N99w44muwTWY,Leslie Cheung,,2FTDSvJfBSyQX4rPdCaTwz,Forever Leslie,https://i.scdn.co/image/ab67616d0000b2733a6f65e8f55ffd059e5268a8,2010-01-01,19,215,2017
34,Haru Haru,0qQBuGsT79rKtmmfC0V38x,BIGBANG,,0yz5ipZ8LshvZl1nxcUpBE,Stand Up,https://i.scdn.co/image/ab67616d0000b273875d2f6cbe5ed8a8fd998aa1,2008-08-08,62,256,2017
35,Mercy,4qikXelSRKvoCqFcHLB2H2,Kanye West,"['Big Sean', 'Pusha T', '2 Chainz']",0hmFRR0pDSZIAvoJqEFSKv,Mercy,https://i.scdn.co/image/ab67616d0000b2732127d038204bc32c416d55e2,2012-01-01,73,329,2017
36,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,French Montana,['Swae Lee'],4c2p3TdN7NcQfCXyueCNnC,Jungle Rules,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07,2017-07-14,82,233,2017
37,I Like That,4wAjmojVxc6Wbeca9XvnDo,SISTAR,,4Yz1WY6PlJepdbnl4m72b8,INSANE LOVE,https://i.scdn.co/image/ab67616d0000b2734be0f7bf49f6b31c3dfc42ae,2016-06-21,57,221,2017
38,A.D.H.D,2MYl0er3UZ1RlKwRb5LODh,Kendrick Lamar,,13WjgUEEAQp0d9JqojlWp1,Section.80,https://i.scdn.co/image/ab67616d0000b27333d50ba80791b4ed381f5221,2011-07-02,2,215,2017
39,Lights Out,07ARBxsDbIdAxLwuRCkGJ4,Virginia To Vegas,,6y4W6T5HCkRXCfsRu5KnC3,Utopian,https://i.scdn.co/image/ab67616d0000b2734cda3612e6f98049ac85e35d,2016-12-02,40,212,2017
40,Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,Calvin Harris,"['Frank Ocean', 'Migos']",1UIlzhqJLiA3f6OVw7QKn6,Slide (feat. Frank Ocean & Migos),https://i.scdn.co/image/ab67616d0000b2731e439ac0ed08d612808f7122,2017-02-24,75,230,2017
41,Black Skinhead,722tgOgdIbNe3BEyLnejw4,Kanye West,,7D2NdGvBHIavgLhmcwhluK,Yeezus,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,2013-01-01,75,188,2017
42,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,The Weeknd,,2ODvWsOgouMbaA5xf0RkJe,Starboy,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,78,260,2017
43,Now and Later,43jBqV3j3Xi1g6wO0bhIMd,Sage The Gemini,,3fi4zQJmsXI2Hw2pl89aTh,Now and Later,https://i.scdn.co/image/ab67616d0000b27382d22e1d83fc1045ad33444a,2016-10-14,60,193,2017
44,給我一個理由忘記,2DcmVSLAg0ZzfOQxDshZHY,A-Lin,,5ncMRfP3V96fdb61yB0WKR,寂寞不痛,https://i.scdn.co/image/ab67616d0000b273e2b0c00178975b04b23691dc,2011-07-08,60,285,2017
45,Devil,2jkZgKoNK8dKxs7FGb9c42,SUPER JUNIOR,,3tLpEVOpXkRifL3nIziMN6,DEVIL - SUPER JUNIOR SPECIAL ALBUM,https://i.scdn.co/image/ab67616d0000b2734062ed80116a2f0e22ecc4c1,2015-07-16,0,216,2017
46,Novacane,4osgfFTICMkcGbbigdsa53,Frank Ocean,,3RYdEXhGHojkTILUdtnRVJ,Novacane,https://i.scdn.co/image/ab67616d0000b27359a428dc7ef8e0c12b0fe18a,2011-01-01,71,302,2017
47,Only You (My Lovely Girl OST),3xXXbe223sPmK2ZUgI5RvI,Kim Tae Woo,,1neFsFSVrQTEJKProXNMG0,Korea OST Top Hits 2014,https://i.scdn.co/image/ab67616d0000b273aeebdf112e211420b2a35058,2014-11-27,37,195,2017
48,HUMBLE.,31c9IHwCIONmUYW0jL7Riz,Kendrick Lamar,,745wm87LGZxRYeyGM0z96J,HUMBLE.,https://i.scdn.co/image/ab67616d0000b273429ad98cfac54f942f299376,2017-03-31,0,177,2017
49,Chilli Peppers (feat. Majid Jordan),6z832PPPyMHmahjAihz9lU,Roy Woods,['Majid Jordan'],6qQ53ChF4TLjNxw0X83obV,Nocturnal,https://i.scdn.co/image/ab67616d0000b273ba895f05221840751a45e3d5,2016-12-23,42,164,2017
50,HOLUP!,1U1eTIwuhpuAB3q8hZJTNC,BOBBY,,3urN2YTjaA8kUUrSOIHgYJ,The MOBB,https://i.scdn.co/image/ab67616d0000b2738091d6902b4aa47c9a092cae,2016-09-07,53,211,2017
51,Eureka (Feat. Zion.T),2MNv9hlHsQUlxG00IKNxUY,ZICO,['Zion.T'],2YGshsm4ln3PLIPBlY8vjI,GALLERY,https://i.scdn.co/image/ab67616d0000b2732d9dd985c296ea870340c630,2015-12-07,0,183,2017
52,囍帖街,3hU9nGBhYJQwvF8BJ4PUcE,Kay Tse,,7q9eYKUnxlErGoPA2OKZyC,Binary,https://i.scdn.co/image/ab67616d0000b27355d0b0cf028aa2876d5100ad,2008-01-01,57,211,2017
53,Controlla,3O8NlPh2LByMU9lSRSHedm,Drake,,40GMAhriYJRO1rsY4YdrZb,Views,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,73,245,2017
54,過火,7BtnKGiYvng5BPBwLyX3Xt,Jeff Chang,,6aSARATLvG4m5IBaqLQ3nU,選哲,https://i.scdn.co/image/ab67616d0000b273905c50ecdab71cace03564f1,1998-04-02,39,302,2017
55,Dope,4TiKZrN7gtc62SUiufpFCM,BTS,,7qvA0kf1dkmR1As2gOnBPn,The Most Beautiful Moment in Life: Young Forever,https://i.scdn.co/image/ab67616d0000b273ad7586bf7c4cccada24a36ce,2016-05-02,71,240,2017
56,Party Monster,4F7A0DXBrmUAkp32uenhZt,The Weeknd,,2ODvWsOgouMbaA5xf0RkJe,Starboy,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,73,249,2017
57,HERO,6gorwqDJ7bsdCHcVs5uS9u,Monsta X,,0ESTAnvX2zjMBxzesNAiR7,RUSH,https://i.scdn.co/image/ab67616d0000b2730ccb139549d30d4ed9e70dde,2015-09-07,62,231,2017
58,以後別做朋友,3lfZCMECn27muRpluTuFWQ,Eric Chou,,0jxlAxLFkWE1ihRJp27Lcl,以後別做朋友,https://i.scdn.co/image/ab67616d0000b27353ff8639ff0f33017f8fda3a,2014-08-01,46,259,2017
59,wonderful,1cZlBZwnwGPtYeRIeQcoFh,Travis Scott,,42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,2016-09-16,70,216,2017
60,Devastated,08X9m3tpcthgrItjPVAmCu,Joey Bada$$,,58ljdPlwVJlhNurBLk1nbf,Devastated,https://i.scdn.co/image/ab67616d0000b273c3b1a90403facf8eb150fa7b,2016-05-27,0,208,2017
61,Cold Water,7zsXy7vlHdItvUSH8EwQss,Major Lazer,"['Justin Bieber', 'MØ']",3Kmo85mapQ2wTaCAHBkKsK,Cold Water,https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115,2016-07-22,69,185,2017
62,Shining (feat. Beyoncé & Jay-Z),3OoZagIW3YK8vjt0ws6NOI,DJ Khaled,"['Beyoncé', 'JAY-Z']",4JBZ0QHveEpESepanNBG8A,Grateful,https://i.scdn.co/image/ab67616d0000b273dcb6a73da1e7f293b875f69c,2017-06-22,59,283,2017
63,天梯,4FacZN5fyCHJQsMd53kQS1,C AllStar,,5FwJ5Bl4uLi1ShVacAw9Dr,時日如飛 C AllCollection,https://i.scdn.co/image/ab67616d0000b2739490972e99ecfd4620a1c704,2014-07-01,40,271,2017
64,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",1tAx6KsKCG7q5wFa0CYaPz,Jinny Ng,,7DShdXodYd0PitP9fIoosI,越難越愛 Love Collection 精選,https://i.scdn.co/image/ab67616d0000b2736fa53262f2038e8ac8daa498,2014-11-27,50,237,2017
65,Middle,0g5EKLgdKvNlln7TNqBByK,DJ Snake,['Bipolar Sunshine'],02sEJTj1sye1JaqxqpcSCp,Encore,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,2016-08-05,76,220,2017
66,Trouble Maker,0RP3Qjp1QhIjhtG7gYoBqn,Trouble Maker,,130MEXfaPjOmSkE18F9rJm,Trouble Maker,https://i.scdn.co/image/ab67616d0000b273ef6b9310f4cef9d603fa8873,2011-12-01,58,219,2017
67,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,['Zara Larsson'],4b13SJlne61y53KSEwuQtD,Symphony (feat. Zara Larsson),https://i.scdn.co/image/ab67616d0000b2735b1130d050c4cd2295999d85,2017-03-16,77,212,2017
68,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,Migos,['Lil Uzi Vert'],2AvupjUeMnSffKEV05x222,Culture,https://i.scdn.co/image/ab67616d0000b27399a8ab6da9d593939302828a,2017-01-27,76,343,2017
69,Claustrophobia (feat. KillaGramz),6yVP0Q1EMbeE67xRXYU7UK,Sanchez,['KillaGramz'],5fygmQJuMBhk0vGjraq2ae,Claustrophobia (feat. KillaGramz),https://i.scdn.co/image/ab67616d0000b273c224ad8cf79fb622c16c409f,2016-08-11,0,223,2017
70,Down Girl,4PZ4xyWBCCJqAeWI8uSLca,Roy Woods,,2uh03RWTrpLJzfrrqeEIZs,Waking at Dawn,https://i.scdn.co/image/ab67616d0000b273077c02894824ba2bf5eac83d,2016-07-01,57,169,2017
71,愛不需要裝乖 (feat. 王詩安),4Ab0UWC7GmtKgEiVr0I08O,R-chord,['Diana Wang'],6E1x4nqYrX7qQVOtmP7gUV,不需要裝乖,https://i.scdn.co/image/ab67616d0000b273e034c95e506814ba6f8db141,2015-06-05,45,232,2017
72,21st Century Girl,6RioKpKPuG1vuyU0wnlAZx,BTS,,17FnTn4P3Bkyf6mbNQDhhy,Wings,https://i.scdn.co/image/ab67616d0000b273aabacdacfb6eceeb819c6ed6,2016-10-10,67,192,2017
73,我不會唱歌,7zX4FVLKMIEbXwK3NI9hly,Hacken Lee,,3OCmU86Z9yAErkb7MsIZmr,Hacken Lee Friendless Collection,https://i.scdn.co/image/ab67616d0000b273d45bca36f8b7dbb970522f28,2014-01-01,17,201,2017
74,One Dance,1zi7xx7UVEFkmKfv06H8x0,Drake,"['WizKid', 'Kyla']",40GMAhriYJRO1rsY4YdrZb,Views,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,82,173,2017
75,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,G-Eazy,['Bebe Rexha'],09Q3WwGYsQe5ognkvVkmCu,When It's Dark Out,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d,2015-12-04,77,251,2017
76,Monster,6lM6yIDZ7kxFsgQCCfaLE2,EXO,,5dB931yywXZg4VdZYeFRaD,EX'ACT - The 3rd Album,https://i.scdn.co/image/ab67616d0000b273d0b46a7715244d28bb3edffa,2016-06-09,0,221,2017
77,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,Sia,,77jAfTh3KH9K2reMOmTgOh,This Is Acting,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f,2016-01-29,78,211,2017
78,Hotline Bling,1OAYKfE0YdrN7C1yLWaLJo,Drake,,0G1ffjfFuTUTVjDrVdLimH,Views,https://i.scdn.co/image/ab67616d0000b27382e3e6968e73ec00a9f7861b,2016-05-13,52,267,2017
79,Swim Good,3CgZCQyuyxHRMWB9BTwmni,Frank Ocean,,3TLaFWQDhV1g39Qwd5sPAm,Swim Good,https://i.scdn.co/image/ab67616d0000b273ebbff7725d3ce0739be01787,2011-01-01,66,257,2017
80,Hate,0sYbRzhGQC0NRTVvwe8n3H,4Minute,,5vRc2fDkzXX2QzAjDdvZXT,Act. 7,https://i.scdn.co/image/ab67616d0000b273ef78c553bf66b6eafe35cea1,2016-02-01,0,214,2017
81,Might Not,40Ky84YrpiOD5QNupPuT9F,Belly,['The Weeknd'],7mjpA1ly9xI1XObT1SsegZ,Might Not,https://i.scdn.co/image/ab67616d0000b273027f7cb5de626e7fcae5d242,2015-12-18,0,224,2017
82,Heart-Shaped Box,11LmqTE2naFULdEP94AUBa,Nirvana,,6ohX7moZZnF1FwYrli1OJ6,In Utero - 20th Anniversary - Deluxe Edition,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c,1993-09-21,75,281,2017
83,Bigger Than Me,6zpXc7WJ3TqYWb02B6sKyF,Big Sean,"['The Flint Chozen Choir', 'Starrah']",0XAIjjN5qxViVS0Y5fYkar,I Decided.,https://i.scdn.co/image/ab67616d0000b273e572359074e5da958a922987,2017-02-03,53,292,2017
84,Wyclef Jean,55OdqrG8WLmsYyY1jijD9b,Young Thug,,7EpUpNUkkEGnaCvkcn1j4H,JEFFERY,https://i.scdn.co/image/ab67616d0000b273d0c72291cd96834e199e1ff8,2016-08-26,66,236,2017
85,愛如潮水,0OOIgBn2ba6BQLInoUuZnj,Jeff Chang,,2KqREgRRcPaIafc69hiZz8,絕對收藏張信哲,https://i.scdn.co/image/ab67616d0000b273b0b492758f8a8bda5af85349,2007-12-10,54,270,2017
86,10 Bands,12d5QFwzh60IIHlsSnAvps,Drake,,0ptlfJfwGTy0Yvrk14JK1I,If You're Reading This It's Too Late,https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733,2015-02-12,65,177,2017
87,Gospel,7uuBfgY1vBCalrQRyyQhqs,Rich Brian,"['Keith Ape', 'XXXTENTACION']",79M1nv9rYaZvyt1GmyDAEa,Gospel,https://i.scdn.co/image/ab67616d0000b2737fd714104d7f416909ccb0e5,2017-05-12,1,173,2017
88,All About It (feat. Ed Sheeran),2rvHIXjN4TCFuFLZk3qAxn,Hoodie Allen,['Ed Sheeran'],0U2j0WaDMic6tJ8ijfhkpu,People Keep Talking,https://i.scdn.co/image/ab67616d0000b273458c5041ad04ffbf4606d453,2014-10-14,45,205,2017
89,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,Jeremih,['Ty Dolla $ign'],7DMyQuDPe8xzjC0UDSDa96,Late Nights: The Album,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53,2015-12-04,73,245,2017
90,Black Swan,1hq60pjO9steNgF9rOPPtX,RAINBOW,,1xEiPhV9KMKead42V0g4nJ,RAINBOW 3rd Mini Album 'INNOCENT',https://i.scdn.co/image/ab67616d0000b273ac0fea4d7e6413f68befb638,2015-02-23,35,217,2017
91,別怕我傷心,1A85P5bmD4WfNHk24xT8uX,Jeff Chang,,2KqREgRRcPaIafc69hiZz8,絕對收藏張信哲,https://i.scdn.co/image/ab67616d0000b273b0b492758f8a8bda5af85349,2007-12-10,46,286,2017
92,And July (feat. DEAN & DJ Friz),0Yz3F0UGDibDe8uU69zmjn,HEIZE,"['Dean', 'DJ Friz']",3xUWeFeLn6m3NXKr0FlT3E,And July,https://i.scdn.co/image/ab67616d0000b273d16897c024b1dfeb33cabda0,2016-07-18,11,226,2017
93,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,Logic,"['Alessia Cara', 'Khalid']",1HiN2YXZcc3EjmVZ4WjfBk,Everybody,https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805,2017-05-05,80,250,2017
94,你怎麼捨得我難過,1M97kKsHd1mw2rj4WCH2TA,黃品源,,522n3e93uGHKCB3fzQ4NYx,男配角的心聲,https://i.scdn.co/image/ab67616d0000b273dfe7ace9aa33b925e15e3b13,1990-06-30,49,293,2017
95,I Don’t Wanna Live Forever (Fifty Shades Darker),2y5aJvzXhHPA94U5GFAcXe,ZAYN,['Taylor Swift'],5VML6S956h4YfoYPooqLEi,Fifty Shades Darker (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2735997605214d568d73fd365c2,2017-02-10,70,245,2017
96,Six Feet Under,4mU5iXHeLgbR94siF7p1sY,The Weeknd,,2ODvWsOgouMbaA5xf0RkJe,Starboy,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,69,237,2017
97,烈火邊緣,4E5CcxOSVIuiWN3EyAgQBg,Leslie Cheung,,2VUgyeuok6YI2VodoWjHuo,哥哥的歌,https://i.scdn.co/image/ab67616d0000b273638ba94408a5b626b817ece5,2016-09-09,16,222,2017
98,CALL ME BABY,4jdiqVbH1eUwc4MzDV7GMu,EXO,,783a1YbiWvZkD6UVFn9mtH,The 2nd Album ‘EXODUS’,https://i.scdn.co/image/ab67616d0000b2735cafee60481b5684e9b2d94e,2015-03-30,0,211,2017
99,如果沒有你,5u6hY0h8gUWfPQSdNuKgQb,Karen Mok,,67rYAc50qw4Da0Rp2PavMK,如果沒有你,https://i.scdn.co/image/ab67616d0000b273bf10556e79f297fd6527f605,2006-04-03,54,287,2017
